day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station,day_indexed,code_indexed,bound_indexed,line_indexed,station_indexed,station_w2v,features,scaled_features,station_w2v_vector,features_w2v,scaled_features_w2v
Thursday,keele station,SUUT,21,24,W,BD,5161,12,1,8,44,1,0.0,5.0,2.0,1.0,13.0,"[0, 0, 24, 1]","[24.0,5161.0,12.0,1.0,8.0,44.0,1.0,0.0,5.0,2.0,1.0,13.0]","[0.6000000000000001,0.8343032654380861,0.5238095238095237,0.5,0.34782608695652173,0.7457627118644068,0.5,0.0,0.03246753246753247,0.5,0.3333333333333333,0.17567567567567569]","[0.0,0.0,24.0,1.0]","[0.0,0.0,24.0,1.0,24.0,5161.0,12.0,1.0,8.0,44.0,1.0,0.0,5.0,2.0,1.0]","[0.0,0.0,0.27272727272727276,0.5,0.6000000000000001,0.8343032654380861,0.5238095238095237,0.5,0.34782608695652173,0.7457627118644068,0.5,0.0,0.03246753246753247,0.5,0.3333333333333333]"
Thursday,jane station,SUUT,3,6,E,BD,5042,12,1,11,59,1,0.0,5.0,3.0,1.0,66.0,"[0, 0, 73, 1]","[6.0,5042.0,12.0,1.0,11.0,59.0,1.0,0.0,5.0,3.0,1.0,66.0]","[0.15000000000000002,0.8150662786938249,0.5238095238095237,0.5,0.4782608695652174,1.0,0.5,0.0,0.03246753246753247,0.75,0.3333333333333333,0.8918918918918919]","[0.0,0.0,73.0,1.0]","[0.0,0.0,73.0,1.0,6.0,5042.0,12.0,1.0,11.0,59.0,1.0,0.0,5.0,3.0,1.0]","[0.0,0.0,0.9090909090909092,0.5,0.15000000000000002,0.8150662786938249,0.5238095238095237,0.5,0.4782608695652174,1.0,0.5,0.0,0.03246753246753247,0.75,0.3333333333333333]"
Thursday,st george station,SUDP,4,7,N,YU,5886,12,1,12,5,1,0.0,0.0,1.0,0.0,4.0,"[0, 2, 15, 1]","[7.0,5886.0,12.0,1.0,12.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0]","[0.17500000000000002,0.9515033947623667,0.5238095238095237,0.5,0.5217391304347826,0.0847457627118644,0.5,0.0,0.0,0.25,0.0,0.05405405405405406]","[0.0,2.0,15.0,1.0]","[0.0,2.0,15.0,1.0,7.0,5886.0,12.0,1.0,12.0,5.0,1.0,0.0,0.0,1.0,0.0]","[0.0,0.024390243902439025,0.15584415584415584,0.5,0.17500000000000002,0.9515033947623667,0.5238095238095237,0.5,0.5217391304347826,0.0847457627118644,0.5,0.0,0.0,0.25,0.0]"
Thursday,wilson station,MUIE,3,6,N,YU,6046,12,1,13,4,1,0.0,68.0,1.0,0.0,6.0,"[0, 0, 17, 1]","[6.0,6046.0,12.0,1.0,13.0,4.0,1.0,0.0,68.0,1.0,0.0,6.0]","[0.15000000000000002,0.9773682508891045,0.5238095238095237,0.5,0.5652173913043478,0.06779661016949153,0.5,0.0,0.4415584415584416,0.25,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,6.0,6046.0,12.0,1.0,13.0,4.0,1.0,0.0,68.0,1.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.15000000000000002,0.9773682508891045,0.5238095238095237,0.5,0.5652173913043478,0.06779661016949153,0.5,0.0,0.4415584415584416,0.25,0.0]"
Thursday,warden station,SUDP,3,6,E,BD,5304,12,1,14,11,1,0.0,0.0,3.0,1.0,17.0,"[0, 0, 27, 1]","[6.0,5304.0,12.0,1.0,14.0,11.0,1.0,0.0,0.0,3.0,1.0,17.0]","[0.15000000000000002,0.8574199806013579,0.5238095238095237,0.5,0.6086956521739131,0.1864406779661017,0.5,0.0,0.0,0.75,0.3333333333333333,0.22972972972972974]","[0.0,0.0,27.0,1.0]","[0.0,0.0,27.0,1.0,6.0,5304.0,12.0,1.0,14.0,11.0,1.0,0.0,0.0,3.0,1.0]","[0.0,0.0,0.3116883116883117,0.5,0.15000000000000002,0.8574199806013579,0.5238095238095237,0.5,0.6086956521739131,0.1864406779661017,0.5,0.0,0.0,0.75,0.3333333333333333]"
Thursday,woodbine station,SUDP,5,8,W,BD,5006,12,1,14,47,1,0.0,0.0,2.0,1.0,60.0,"[0, 0, 66, 1]","[8.0,5006.0,12.0,1.0,14.0,47.0,1.0,0.0,0.0,2.0,1.0,60.0]","[0.2,0.8092466860653088,0.5238095238095237,0.5,0.6086956521739131,0.7966101694915254,0.5,0.0,0.0,0.5,0.3333333333333333,0.8108108108108109]","[0.0,0.0,66.0,1.0]","[0.0,0.0,66.0,1.0,8.0,5006.0,12.0,1.0,14.0,47.0,1.0,0.0,0.0,2.0,1.0]","[0.0,0.0,0.8181818181818182,0.5,0.2,0.8092466860653088,0.5238095238095237,0.5,0.6086956521739131,0.7966101694915254,0.5,0.0,0.0,0.5,0.3333333333333333]"
Thursday,wellesley station,SUDP,31,34,S,YU,5586,12,1,15,45,1,0.0,0.0,0.0,0.0,22.0,"[0, 0, 29, 1]","[34.0,5586.0,12.0,1.0,15.0,45.0,1.0,0.0,0.0,0.0,0.0,22.0]","[0.8500000000000001,0.9030067895247333,0.5238095238095237,0.5,0.6521739130434783,0.7627118644067796,0.5,0.0,0.0,0.0,0.0,0.2972972972972973]","[0.0,0.0,29.0,1.0]","[0.0,0.0,29.0,1.0,34.0,5586.0,12.0,1.0,15.0,45.0,1.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.33766233766233766,0.5,0.8500000000000001,0.9030067895247333,0.5238095238095237,0.5,0.6521739130434783,0.7627118644067796,0.5,0.0,0.0,0.0,0.0]"
Thursday,kennedy station,SUDP,8,11,E,BD,5168,12,1,15,48,1,0.0,0.0,3.0,1.0,1.0,"[0, 0, 6, 1]","[11.0,5168.0,12.0,1.0,15.0,48.0,1.0,0.0,0.0,3.0,1.0,1.0]","[0.275,0.8354348528936308,0.5238095238095237,0.5,0.6521739130434783,0.8135593220338984,0.5,0.0,0.0,0.75,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,11.0,5168.0,12.0,1.0,15.0,48.0,1.0,0.0,0.0,3.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.275,0.8354348528936308,0.5238095238095237,0.5,0.6521739130434783,0.8135593220338984,0.5,0.0,0.0,0.75,0.3333333333333333]"
Thursday,st clair station,SUDP,8,11,S,YU,5886,12,1,17,9,1,0.0,0.0,0.0,0.0,14.0,"[0, 2, 14, 1]","[11.0,5886.0,12.0,1.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,14.0]","[0.275,0.9515033947623667,0.5238095238095237,0.5,0.7391304347826086,0.15254237288135594,0.5,0.0,0.0,0.0,0.0,0.1891891891891892]","[0.0,2.0,14.0,1.0]","[0.0,2.0,14.0,1.0,11.0,5886.0,12.0,1.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0]","[0.0,0.024390243902439025,0.14285714285714288,0.5,0.275,0.9515033947623667,0.5238095238095237,0.5,0.7391304347826086,0.15254237288135594,0.5,0.0,0.0,0.0,0.0]"
Thursday,bay station,SUAP,7,10,E,BD,5248,12,1,17,21,1,0.0,12.0,3.0,1.0,51.0,"[0, 0, 59, 1]","[10.0,5248.0,12.0,1.0,17.0,21.0,1.0,0.0,12.0,3.0,1.0,51.0]","[0.25,0.8483672809569998,0.5238095238095237,0.5,0.7391304347826086,0.3559322033898305,0.5,0.0,0.07792207792207792,0.75,0.3333333333333333,0.6891891891891893]","[0.0,0.0,59.0,1.0]","[0.0,0.0,59.0,1.0,10.0,5248.0,12.0,1.0,17.0,21.0,1.0,0.0,12.0,3.0,1.0]","[0.0,0.0,0.7272727272727273,0.5,0.25,0.8483672809569998,0.5238095238095237,0.5,0.7391304347826086,0.3559322033898305,0.5,0.0,0.07792207792207792,0.75,0.3333333333333333]"
Thursday,bloor yonge station,MUPAA,3,6,S,YU,5976,12,1,17,34,1,0.0,1.0,0.0,0.0,0.0,"[0, 5, 4, 1]","[6.0,5976.0,12.0,1.0,17.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0]","[0.15000000000000002,0.9660523763336567,0.5238095238095237,0.5,0.7391304347826086,0.576271186440678,0.5,0.0,0.006493506493506494,0.0,0.0,0.0]","[0.0,5.0,4.0,1.0]","[0.0,5.0,4.0,1.0,6.0,5976.0,12.0,1.0,17.0,34.0,1.0,0.0,1.0,0.0,0.0]","[0.0,0.06097560975609756,0.012987012987012988,0.5,0.15000000000000002,0.9660523763336567,0.5238095238095237,0.5,0.7391304347826086,0.576271186440678,0.5,0.0,0.006493506493506494,0.0,0.0]"
Thursday,bay station,SUDP,4,7,W,BD,5067,12,1,17,37,1,0.0,0.0,2.0,1.0,51.0,"[0, 0, 59, 1]","[7.0,5067.0,12.0,1.0,17.0,37.0,1.0,0.0,0.0,2.0,1.0,51.0]","[0.17500000000000002,0.8191076624636277,0.5238095238095237,0.5,0.7391304347826086,0.6271186440677966,0.5,0.0,0.0,0.5,0.3333333333333333,0.6891891891891893]","[0.0,0.0,59.0,1.0]","[0.0,0.0,59.0,1.0,7.0,5067.0,12.0,1.0,17.0,37.0,1.0,0.0,0.0,2.0,1.0]","[0.0,0.0,0.7272727272727273,0.5,0.17500000000000002,0.8191076624636277,0.5238095238095237,0.5,0.7391304347826086,0.6271186440677966,0.5,0.0,0.0,0.5,0.3333333333333333]"
Thursday,royal york station,EUNT,10,13,W,BD,5228,12,1,17,38,1,0.0,16.0,2.0,1.0,56.0,"[0, 62, 8, 1]","[13.0,5228.0,12.0,1.0,17.0,38.0,1.0,0.0,16.0,2.0,1.0,56.0]","[0.325,0.8451341739411575,0.5238095238095237,0.5,0.7391304347826086,0.6440677966101694,0.5,0.0,0.1038961038961039,0.5,0.3333333333333333,0.7567567567567568]","[0.0,62.0,8.0,1.0]","[0.0,62.0,8.0,1.0,13.0,5228.0,12.0,1.0,17.0,38.0,1.0,0.0,16.0,2.0,1.0]","[0.0,0.7560975609756098,0.06493506493506494,0.5,0.325,0.8451341739411575,0.5238095238095237,0.5,0.7391304347826086,0.6440677966101694,0.5,0.0,0.1038961038961039,0.5,0.3333333333333333]"
Thursday,college station,MUO,3,6,N,YU,5826,12,1,18,10,1,0.0,11.0,1.0,0.0,15.0,"[0, 0, 25, 1]","[6.0,5826.0,12.0,1.0,18.0,10.0,1.0,0.0,11.0,1.0,0.0,15.0]","[0.15000000000000002,0.94180407371484,0.5238095238095237,0.5,0.7826086956521738,0.1694915254237288,0.5,0.0,0.07142857142857144,0.25,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,6.0,5826.0,12.0,1.0,18.0,10.0,1.0,0.0,11.0,1.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.15000000000000002,0.94180407371484,0.5238095238095237,0.5,0.7826086956521738,0.1694915254237288,0.5,0.0,0.07142857142857144,0.25,0.0]"
Thursday,chester station,TUMVS,5,8,E,BD,5278,12,1,18,13,1,0.0,18.0,3.0,1.0,55.0,"[0, 0, 63, 1]","[8.0,5278.0,12.0,1.0,18.0,13.0,1.0,0.0,18.0,3.0,1.0,55.0]","[0.2,0.8532169414807631,0.5238095238095237,0.5,0.7826086956521738,0.22033898305084745,0.5,0.0,0.1168831168831169,0.75,0.3333333333333333,0.7432432432432433]","[0.0,0.0,63.0,1.0]","[0.0,0.0,63.0,1.0,8.0,5278.0,12.0,1.0,18.0,13.0,1.0,0.0,18.0,3.0,1.0]","[0.0,0.0,0.7792207792207793,0.5,0.2,0.8532169414807631,0.5238095238095237,0.5,0.7826086956521738,0.22033898305084745,0.5,0.0,0.1168831168831169,0.75,0.3333333333333333]"
Thursday,kipling station,MUTO,3,6,unknown,BD,0,12,1,18,22,1,0.0,15.0,4.0,1.0,2.0,"[0, 0, 12, 1]","[6.0,0.0,12.0,1.0,18.0,22.0,1.0,0.0,15.0,4.0,1.0,2.0]","[0.15000000000000002,0.0,0.5238095238095237,0.5,0.7826086956521738,0.3728813559322034,0.5,0.0,0.09740259740259741,1.0,0.3333333333333333,0.02702702702702703]","[0.0,0.0,12.0,1.0]","[0.0,0.0,12.0,1.0,6.0,0.0,12.0,1.0,18.0,22.0,1.0,0.0,15.0,4.0,1.0]","[0.0,0.0,0.1168831168831169,0.5,0.15000000000000002,0.0,0.5238095238095237,0.5,0.7826086956521738,0.3728813559322034,0.5,0.0,0.09740259740259741,1.0,0.3333333333333333]"
Thursday,high park station,MUPAA,4,7,W,BD,5129,12,1,18,55,1,0.0,1.0,2.0,1.0,65.0,"[0, 74, 11, 1]","[7.0,5129.0,12.0,1.0,18.0,55.0,1.0,0.0,1.0,2.0,1.0,65.0]","[0.17500000000000002,0.8291302942127385,0.5238095238095237,0.5,0.7826086956521738,0.9322033898305084,0.5,0.0,0.006493506493506494,0.5,0.3333333333333333,0.8783783783783784]","[0.0,74.0,11.0,1.0]","[0.0,74.0,11.0,1.0,7.0,5129.0,12.0,1.0,18.0,55.0,1.0,0.0,1.0,2.0,1.0]","[0.0,0.9024390243902439,0.1038961038961039,0.5,0.17500000000000002,0.8291302942127385,0.5238095238095237,0.5,0.7826086956521738,0.9322033898305084,0.5,0.0,0.006493506493506494,0.5,0.3333333333333333]"
Thursday,kipling station,MUTO,4,8,unknown,BD,0,12,1,20,21,1,0.0,15.0,4.0,1.0,2.0,"[0, 0, 12, 1]","[8.0,0.0,12.0,1.0,20.0,21.0,1.0,0.0,15.0,4.0,1.0,2.0]","[0.2,0.0,0.5238095238095237,0.5,0.8695652173913043,0.3559322033898305,0.5,0.0,0.09740259740259741,1.0,0.3333333333333333,0.02702702702702703]","[0.0,0.0,12.0,1.0]","[0.0,0.0,12.0,1.0,8.0,0.0,12.0,1.0,20.0,21.0,1.0,0.0,15.0,4.0,1.0]","[0.0,0.0,0.1168831168831169,0.5,0.2,0.0,0.5238095238095237,0.5,0.8695652173913043,0.3559322033898305,0.5,0.0,0.09740259740259741,1.0,0.3333333333333333]"
Thursday,queens park station,SUDP,14,17,S,YU,5966,12,1,20,25,1,0.0,0.0,0.0,0.0,52.0,"[0, 58, 11, 1]","[17.0,5966.0,12.0,1.0,20.0,25.0,1.0,0.0,0.0,0.0,0.0,52.0]","[0.42500000000000004,0.9644358228257356,0.5238095238095237,0.5,0.8695652173913043,0.423728813559322,0.5,0.0,0.0,0.0,0.0,0.7027027027027027]","[0.0,58.0,11.0,1.0]","[0.0,58.0,11.0,1.0,17.0,5966.0,12.0,1.0,20.0,25.0,1.0,0.0,0.0,0.0,0.0]","[0.0,0.7073170731707318,0.1038961038961039,0.5,0.42500000000000004,0.9644358228257356,0.5238095238095237,0.5,0.8695652173913043,0.423728813559322,0.5,0.0,0.0,0.0,0.0]"
Thursday,lansdowne station,SUDP,4,8,E,BD,5368,12,1,20,26,1,0.0,0.0,3.0,1.0,63.0,"[0, 0, 72, 1]","[8.0,5368.0,12.0,1.0,20.0,26.0,1.0,0.0,0.0,3.0,1.0,63.0]","[0.2,0.8677659230520531,0.5238095238095237,0.5,0.8695652173913043,0.4406779661016949,0.5,0.0,0.0,0.75,0.3333333333333333,0.8513513513513514]","[0.0,0.0,72.0,1.0]","[0.0,0.0,72.0,1.0,8.0,5368.0,12.0,1.0,20.0,26.0,1.0,0.0,0.0,3.0,1.0]","[0.0,0.0,0.8961038961038962,0.5,0.2,0.8677659230520531,0.5238095238095237,0.5,0.8695652173913043,0.4406779661016949,0.5,0.0,0.0,0.75,0.3333333333333333]"
Thursday,kennedy station,TUO,4,8,W,BD,5366,12,1,21,14,1,0.0,9.0,2.0,1.0,1.0,"[0, 0, 6, 1]","[8.0,5366.0,12.0,1.0,21.0,14.0,1.0,0.0,9.0,2.0,1.0,1.0]","[0.2,0.8674426123504688,0.5238095238095237,0.5,0.9130434782608695,0.23728813559322035,0.5,0.0,0.05844155844155845,0.5,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,8.0,5366.0,12.0,1.0,21.0,14.0,1.0,0.0,9.0,2.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.2,0.8674426123504688,0.5238095238095237,0.5,0.9130434782608695,0.23728813559322035,0.5,0.0,0.05844155844155845,0.5,0.3333333333333333]"
Thursday,lawrence west station,MUATC,3,6,S,YU,5776,12,1,21,32,1,0.0,6.0,0.0,0.0,31.0,"[0, 13, 3, 1]","[6.0,5776.0,12.0,1.0,21.0,32.0,1.0,0.0,6.0,0.0,0.0,31.0]","[0.15000000000000002,0.9337213061752344,0.5238095238095237,0.5,0.9130434782608695,0.5423728813559322,0.5,0.0,0.03896103896103896,0.0,0.0,0.41891891891891897]","[0.0,13.0,3.0,1.0]","[0.0,13.0,3.0,1.0,6.0,5776.0,12.0,1.0,21.0,32.0,1.0,0.0,6.0,0.0,0.0]","[0.0,0.15853658536585366,0.0,0.5,0.15000000000000002,0.9337213061752344,0.5238095238095237,0.5,0.9130434782608695,0.5423728813559322,0.5,0.0,0.03896103896103896,0.0,0.0]"
Thursday,finch west station,MUIR,6,9,S,YU,5521,12,1,21,40,1,0.0,4.0,0.0,0.0,59.0,"[0, 10, 3, 1]","[9.0,5521.0,12.0,1.0,21.0,40.0,1.0,0.0,4.0,0.0,0.0,59.0]","[0.225,0.8924991917232461,0.5238095238095237,0.5,0.9130434782608695,0.6779661016949152,0.5,0.0,0.025974025974025976,0.0,0.0,0.7972972972972974]","[0.0,10.0,3.0,1.0]","[0.0,10.0,3.0,1.0,9.0,5521.0,12.0,1.0,21.0,40.0,1.0,0.0,4.0,0.0,0.0]","[0.0,0.12195121951219512,0.0,0.5,0.225,0.8924991917232461,0.5238095238095237,0.5,0.9130434782608695,0.6779661016949152,0.5,0.0,0.025974025974025976,0.0,0.0]"
Thursday,dundas station,SUUT,22,27,N,YU,5681,12,1,22,13,1,0.0,5.0,1.0,0.0,9.0,"[0, 0, 16, 1]","[27.0,5681.0,12.0,1.0,22.0,13.0,1.0,0.0,5.0,1.0,0.0,9.0]","[0.675,0.9183640478499839,0.5238095238095237,0.5,0.9565217391304348,0.22033898305084745,0.5,0.0,0.03246753246753247,0.25,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,27.0,5681.0,12.0,1.0,22.0,13.0,1.0,0.0,5.0,1.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.675,0.9183640478499839,0.5238095238095237,0.5,0.9565217391304348,0.22033898305084745,0.5,0.0,0.03246753246753247,0.25,0.0]"
Thursday,royal york station,SUDP,4,8,W,BD,5335,12,1,22,16,1,0.0,0.0,2.0,1.0,56.0,"[0, 62, 8, 1]","[8.0,5335.0,12.0,1.0,22.0,16.0,1.0,0.0,0.0,2.0,1.0,56.0]","[0.2,0.8624312964759134,0.5238095238095237,0.5,0.9565217391304348,0.2711864406779661,0.5,0.0,0.0,0.5,0.3333333333333333,0.7567567567567568]","[0.0,62.0,8.0,1.0]","[0.0,62.0,8.0,1.0,8.0,5335.0,12.0,1.0,22.0,16.0,1.0,0.0,0.0,2.0,1.0]","[0.0,0.7560975609756098,0.06493506493506494,0.5,0.2,0.8624312964759134,0.5238095238095237,0.5,0.9565217391304348,0.2711864406779661,0.5,0.0,0.0,0.5,0.3333333333333333]"
Thursday,king station,MUSAN,8,13,N,YU,5521,12,1,22,44,1,0.0,7.0,1.0,0.0,45.0,"[0, 0, 50, 1]","[13.0,5521.0,12.0,1.0,22.0,44.0,1.0,0.0,7.0,1.0,0.0,45.0]","[0.325,0.8924991917232461,0.5238095238095237,0.5,0.9565217391304348,0.7457627118644068,0.5,0.0,0.045454545454545456,0.25,0.0,0.6081081081081081]","[0.0,0.0,50.0,1.0]","[0.0,0.0,50.0,1.0,13.0,5521.0,12.0,1.0,22.0,44.0,1.0,0.0,7.0,1.0,0.0]","[0.0,0.0,0.6103896103896105,0.5,0.325,0.8924991917232461,0.5238095238095237,0.5,0.9565217391304348,0.7457627118644068,0.5,0.0,0.045454545454545456,0.25,0.0]"
Thursday,spadina station,SUUT,11,16,E,BD,5204,12,1,0,22,1,0.0,5.0,3.0,1.0,8.0,"[0, 0, 19, 1]","[16.0,5204.0,12.0,1.0,0.0,22.0,1.0,0.0,5.0,3.0,1.0,8.0]","[0.4,0.8412544455221468,0.5238095238095237,0.5,0.0,0.3728813559322034,0.5,0.0,0.03246753246753247,0.75,0.3333333333333333,0.10810810810810811]","[0.0,0.0,19.0,1.0]","[0.0,0.0,19.0,1.0,16.0,5204.0,12.0,1.0,0.0,22.0,1.0,0.0,5.0,3.0,1.0]","[0.0,0.0,0.2077922077922078,0.5,0.4,0.8412544455221468,0.5238095238095237,0.5,0.0,0.3728813559322034,0.5,0.0,0.03246753246753247,0.75,0.3333333333333333]"
Thursday,bayview station,EUDO,8,13,E,SHP,6161,12,1,20,55,1,0.0,10.0,3.0,3.0,70.0,"[0, 0, 78, 1]","[13.0,6161.0,12.0,1.0,20.0,55.0,1.0,0.0,10.0,3.0,3.0,70.0]","[0.325,0.9959586162301973,0.5238095238095237,0.5,0.8695652173913043,0.9322033898305084,0.5,0.0,0.06493506493506494,0.75,1.0,0.945945945945946]","[0.0,0.0,78.0,1.0]","[0.0,0.0,78.0,1.0,13.0,6161.0,12.0,1.0,20.0,55.0,1.0,0.0,10.0,3.0,3.0]","[0.0,0.0,0.9740259740259741,0.5,0.325,0.9959586162301973,0.5238095238095237,0.5,0.8695652173913043,0.9322033898305084,0.5,0.0,0.06493506493506494,0.75,1.0]"
Thursday,don mills station,TUMVS,8,13,E,SHP,6176,12,1,1,31,1,0.0,18.0,3.0,3.0,44.0,"[0, 49, 18, 1]","[13.0,6176.0,12.0,1.0,1.0,31.0,1.0,0.0,18.0,3.0,3.0,44.0]","[0.325,0.998383446492079,0.5238095238095237,0.5,0.043478260869565216,0.5254237288135594,0.5,0.0,0.1168831168831169,0.75,1.0,0.5945945945945946]","[0.0,49.0,18.0,1.0]","[0.0,49.0,18.0,1.0,13.0,6176.0,12.0,1.0,1.0,31.0,1.0,0.0,18.0,3.0,3.0]","[0.0,0.5975609756097561,0.19480519480519481,0.5,0.325,0.998383446492079,0.5238095238095237,0.5,0.043478260869565216,0.5254237288135594,0.5,0.0,0.1168831168831169,0.75,1.0]"
Friday,scarborough centre station,ERDO,3,8,S,SRT,3018,13,1,6,1,1,3.0,40.0,0.0,2.0,74.0,"[0, 82, 26, 1]","[8.0,3018.0,13.0,1.0,6.0,1.0,1.0,3.0,40.0,0.0,2.0,74.0]","[0.2,0.4878758486905917,0.5714285714285714,0.5,0.2608695652173913,0.01694915254237288,0.5,0.5,0.25974025974025977,0.0,0.6666666666666666,1.0]","[0.0,82.0,26.0,1.0]","[0.0,82.0,26.0,1.0,8.0,3018.0,13.0,1.0,6.0,1.0,1.0,3.0,40.0,0.0,2.0]","[0.0,1.0,0.29870129870129875,0.5,0.2,0.4878758486905917,0.5714285714285714,0.5,0.2608695652173913,0.01694915254237288,0.5,0.5,0.25974025974025977,0.0,0.6666666666666666]"
Friday,greenwood station,EUNT,5,8,E,BD,5025,13,1,7,8,1,3.0,16.0,3.0,1.0,28.0,"[0, 0, 35, 1]","[8.0,5025.0,13.0,1.0,7.0,8.0,1.0,3.0,16.0,3.0,1.0,28.0]","[0.2,0.8123181377303589,0.5714285714285714,0.5,0.30434782608695654,0.13559322033898305,0.5,0.5,0.1038961038961039,0.75,0.3333333333333333,0.3783783783783784]","[0.0,0.0,35.0,1.0]","[0.0,0.0,35.0,1.0,8.0,5025.0,13.0,1.0,7.0,8.0,1.0,3.0,16.0,3.0,1.0]","[0.0,0.0,0.4155844155844156,0.5,0.2,0.8123181377303589,0.5714285714285714,0.5,0.30434782608695654,0.13559322033898305,0.5,0.5,0.1038961038961039,0.75,0.3333333333333333]"
Friday,kennedy station,SUDP,5,8,E,BD,5080,13,1,7,20,1,3.0,0.0,3.0,1.0,1.0,"[0, 0, 6, 1]","[8.0,5080.0,13.0,1.0,7.0,20.0,1.0,3.0,0.0,3.0,1.0,1.0]","[0.2,0.821209182023925,0.5714285714285714,0.5,0.30434782608695654,0.3389830508474576,0.5,0.5,0.0,0.75,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,8.0,5080.0,13.0,1.0,7.0,20.0,1.0,3.0,0.0,3.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.2,0.821209182023925,0.5714285714285714,0.5,0.30434782608695654,0.3389830508474576,0.5,0.5,0.0,0.75,0.3333333333333333]"
Friday,st george station,MUIR,3,6,S,YU,6046,13,1,9,8,1,3.0,4.0,0.0,0.0,4.0,"[0, 2, 15, 1]","[6.0,6046.0,13.0,1.0,9.0,8.0,1.0,3.0,4.0,0.0,0.0,4.0]","[0.15000000000000002,0.9773682508891045,0.5714285714285714,0.5,0.3913043478260869,0.13559322033898305,0.5,0.5,0.025974025974025976,0.0,0.0,0.05405405405405406]","[0.0,2.0,15.0,1.0]","[0.0,2.0,15.0,1.0,6.0,6046.0,13.0,1.0,9.0,8.0,1.0,3.0,4.0,0.0,0.0]","[0.0,0.024390243902439025,0.15584415584415584,0.5,0.15000000000000002,0.9773682508891045,0.5714285714285714,0.5,0.3913043478260869,0.13559322033898305,0.5,0.5,0.025974025974025976,0.0,0.0]"
Friday,dufferin station,SUUT,14,17,E,YU,5291,13,1,10,23,1,3.0,5.0,3.0,0.0,48.0,"[0, 0, 56, 1]","[17.0,5291.0,13.0,1.0,10.0,23.0,1.0,3.0,5.0,3.0,0.0,48.0]","[0.42500000000000004,0.8553184610410605,0.5714285714285714,0.5,0.43478260869565216,0.3898305084745763,0.5,0.5,0.03246753246753247,0.75,0.0,0.6486486486486487]","[0.0,0.0,56.0,1.0]","[0.0,0.0,56.0,1.0,17.0,5291.0,13.0,1.0,10.0,23.0,1.0,3.0,5.0,3.0,0.0]","[0.0,0.0,0.6883116883116883,0.5,0.42500000000000004,0.8553184610410605,0.5714285714285714,0.5,0.43478260869565216,0.3898305084745763,0.5,0.5,0.03246753246753247,0.75,0.0]"
Friday,bathurst station,EUCD,8,11,W,BD,5228,13,1,12,13,1,3.0,32.0,2.0,1.0,46.0,"[0, 0, 51, 1]","[11.0,5228.0,13.0,1.0,12.0,13.0,1.0,3.0,32.0,2.0,1.0,46.0]","[0.275,0.8451341739411575,0.5714285714285714,0.5,0.5217391304347826,0.22033898305084745,0.5,0.5,0.2077922077922078,0.5,0.3333333333333333,0.6216216216216217]","[0.0,0.0,51.0,1.0]","[0.0,0.0,51.0,1.0,11.0,5228.0,13.0,1.0,12.0,13.0,1.0,3.0,32.0,2.0,1.0]","[0.0,0.0,0.6233766233766234,0.5,0.275,0.8451341739411575,0.5714285714285714,0.5,0.5217391304347826,0.22033898305084745,0.5,0.5,0.2077922077922078,0.5,0.3333333333333333]"
Friday,keele station,EUDO,3,6,E,BD,5060,13,1,13,3,1,3.0,10.0,3.0,1.0,13.0,"[0, 0, 24, 1]","[6.0,5060.0,13.0,1.0,13.0,3.0,1.0,3.0,10.0,3.0,1.0,13.0]","[0.15000000000000002,0.8179760750080828,0.5714285714285714,0.5,0.5652173913043478,0.05084745762711865,0.5,0.5,0.06493506493506494,0.75,0.3333333333333333,0.17567567567567569]","[0.0,0.0,24.0,1.0]","[0.0,0.0,24.0,1.0,6.0,5060.0,13.0,1.0,13.0,3.0,1.0,3.0,10.0,3.0,1.0]","[0.0,0.0,0.27272727272727276,0.5,0.15000000000000002,0.8179760750080828,0.5714285714285714,0.5,0.5652173913043478,0.05084745762711865,0.5,0.5,0.06493506493506494,0.75,0.3333333333333333]"
