day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station,day_indexed,code_indexed,bound_indexed,line_indexed,station_indexed,station_w2v,features,scaled_features,station_w2v_vector,features_w2v,scaled_features_w2v
Tuesday,broadview station,TUMVS,4,8,W,BD,5364,10,1,18,35,1,2.0,18.0,2.0,1.0,34.0,"[0, 0, 40, 1]","[8.0,5364.0,10.0,1.0,18.0,35.0,1.0,2.0,18.0,2.0,1.0,34.0]","[0.2,0.8671193016488846,0.42857142857142855,0.5,0.7826086956521738,0.5932203389830508,0.5,0.3333333333333333,0.1168831168831169,0.5,0.3333333333333333,0.4594594594594595]","[0.0,0.0,40.0,1.0]","[0.0,0.0,40.0,1.0,8.0,5364.0,10.0,1.0,18.0,35.0,1.0,2.0,18.0,2.0,1.0]","[0.0,0.0,0.48051948051948057,0.5,0.2,0.8671193016488846,0.42857142857142855,0.5,0.7826086956521738,0.5932203389830508,0.5,0.3333333333333333,0.1168831168831169,0.5,0.3333333333333333]"
Tuesday,woodbine station,SUDP,20,24,E,BD,5029,10,1,18,49,1,2.0,0.0,3.0,1.0,60.0,"[0, 0, 66, 1]","[24.0,5029.0,10.0,1.0,18.0,49.0,1.0,2.0,0.0,3.0,1.0,60.0]","[0.6000000000000001,0.8129647591335274,0.42857142857142855,0.5,0.7826086956521738,0.8305084745762712,0.5,0.3333333333333333,0.0,0.75,0.3333333333333333,0.8108108108108109]","[0.0,0.0,66.0,1.0]","[0.0,0.0,66.0,1.0,24.0,5029.0,10.0,1.0,18.0,49.0,1.0,2.0,0.0,3.0,1.0]","[0.0,0.0,0.8181818181818182,0.5,0.6000000000000001,0.8129647591335274,0.42857142857142855,0.5,0.7826086956521738,0.8305084745762712,0.5,0.3333333333333333,0.0,0.75,0.3333333333333333]"
Tuesday,st george station,SUDP,5,9,W,BD,5360,10,1,19,52,1,2.0,0.0,2.0,1.0,4.0,"[0, 2, 15, 1]","[9.0,5360.0,10.0,1.0,19.0,52.0,1.0,2.0,0.0,2.0,1.0,4.0]","[0.225,0.8664726802457162,0.42857142857142855,0.5,0.8260869565217391,0.8813559322033898,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.05405405405405406]","[0.0,2.0,15.0,1.0]","[0.0,2.0,15.0,1.0,9.0,5360.0,10.0,1.0,19.0,52.0,1.0,2.0,0.0,2.0,1.0]","[0.0,0.024390243902439025,0.15584415584415584,0.5,0.225,0.8664726802457162,0.42857142857142855,0.5,0.8260869565217391,0.8813559322033898,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333]"
Tuesday,victoria park station,SUDP,6,10,E,BD,5139,10,1,20,37,1,2.0,0.0,3.0,1.0,26.0,"[0, 33, 11, 1]","[10.0,5139.0,10.0,1.0,20.0,37.0,1.0,2.0,0.0,3.0,1.0,26.0]","[0.25,0.8307468477206597,0.42857142857142855,0.5,0.8695652173913043,0.6271186440677966,0.5,0.3333333333333333,0.0,0.75,0.3333333333333333,0.35135135135135137]","[0.0,33.0,11.0,1.0]","[0.0,33.0,11.0,1.0,10.0,5139.0,10.0,1.0,20.0,37.0,1.0,2.0,0.0,3.0,1.0]","[0.0,0.4024390243902439,0.1038961038961039,0.5,0.25,0.8307468477206597,0.42857142857142855,0.5,0.8695652173913043,0.6271186440677966,0.5,0.3333333333333333,0.0,0.75,0.3333333333333333]"
Tuesday,lawrence station,MUI,6,9,N,YU,5606,10,1,20,51,1,2.0,8.0,1.0,0.0,16.0,"[0, 0, 13, 1]","[9.0,5606.0,10.0,1.0,20.0,51.0,1.0,2.0,8.0,1.0,0.0,16.0]","[0.225,0.9062398965405756,0.42857142857142855,0.5,0.8695652173913043,0.864406779661017,0.5,0.3333333333333333,0.05194805194805195,0.25,0.0,0.21621621621621623]","[0.0,0.0,13.0,1.0]","[0.0,0.0,13.0,1.0,9.0,5606.0,10.0,1.0,20.0,51.0,1.0,2.0,8.0,1.0,0.0]","[0.0,0.0,0.12987012987012989,0.5,0.225,0.9062398965405756,0.42857142857142855,0.5,0.8695652173913043,0.864406779661017,0.5,0.3333333333333333,0.05194805194805195,0.25,0.0]"
Tuesday,pioneer village  station,MUPAA,3,8,N,YU,5381,10,1,23,13,1,2.0,1.0,1.0,0.0,64.0,"[0, 70, 71, 1]","[8.0,5381.0,10.0,1.0,23.0,13.0,1.0,2.0,1.0,1.0,0.0,64.0]","[0.2,0.8698674426123505,0.42857142857142855,0.5,1.0,0.22033898305084745,0.5,0.3333333333333333,0.006493506493506494,0.25,0.0,0.8648648648648649]","[0.0,70.0,71.0,1.0]","[0.0,70.0,71.0,1.0,8.0,5381.0,10.0,1.0,23.0,13.0,1.0,2.0,1.0,1.0,0.0]","[0.0,0.8536585365853658,0.8831168831168832,0.5,0.2,0.8698674426123505,0.42857142857142855,0.5,1.0,0.22033898305084745,0.5,0.3333333333333333,0.006493506493506494,0.25,0.0]"
Tuesday,keele station,EUDO,4,8,E,BD,5084,10,1,0,24,1,2.0,10.0,3.0,1.0,13.0,"[0, 0, 24, 1]","[8.0,5084.0,10.0,1.0,0.0,24.0,1.0,2.0,10.0,3.0,1.0,13.0]","[0.2,0.8218558034270935,0.42857142857142855,0.5,0.0,0.4067796610169492,0.5,0.3333333333333333,0.06493506493506494,0.75,0.3333333333333333,0.17567567567567569]","[0.0,0.0,24.0,1.0]","[0.0,0.0,24.0,1.0,8.0,5084.0,10.0,1.0,0.0,24.0,1.0,2.0,10.0,3.0,1.0]","[0.0,0.0,0.27272727272727276,0.5,0.2,0.8218558034270935,0.42857142857142855,0.5,0.0,0.4067796610169492,0.5,0.3333333333333333,0.06493506493506494,0.75,0.3333333333333333]"
Tuesday,bessarion station,MUPAA,4,10,W,SHP,6141,10,1,21,53,1,2.0,1.0,2.0,3.0,72.0,"[0, 0, 80, 1]","[10.0,6141.0,10.0,1.0,21.0,53.0,1.0,2.0,1.0,2.0,3.0,72.0]","[0.25,0.9927255092143551,0.42857142857142855,0.5,0.9130434782608695,0.8983050847457628,0.5,0.3333333333333333,0.006493506493506494,0.5,1.0,0.972972972972973]","[0.0,0.0,80.0,1.0]","[0.0,0.0,80.0,1.0,10.0,6141.0,10.0,1.0,21.0,53.0,1.0,2.0,1.0,2.0,3.0]","[0.0,0.0,1.0,0.5,0.25,0.9927255092143551,0.42857142857142855,0.5,0.9130434782608695,0.8983050847457628,0.5,0.3333333333333333,0.006493506493506494,0.5,1.0]"
Tuesday,don mills station,PUSTS,5,10,unknown,SHP,6171,10,1,22,47,1,2.0,33.0,4.0,3.0,44.0,"[0, 49, 18, 1]","[10.0,6171.0,10.0,1.0,22.0,47.0,1.0,2.0,33.0,4.0,3.0,44.0]","[0.25,0.9975751697381184,0.42857142857142855,0.5,0.9565217391304348,0.7966101694915254,0.5,0.3333333333333333,0.2142857142857143,1.0,1.0,0.5945945945945946]","[0.0,49.0,18.0,1.0]","[0.0,49.0,18.0,1.0,10.0,6171.0,10.0,1.0,22.0,47.0,1.0,2.0,33.0,4.0,3.0]","[0.0,0.5975609756097561,0.19480519480519481,0.5,0.25,0.9975751697381184,0.42857142857142855,0.5,0.9565217391304348,0.7966101694915254,0.5,0.3333333333333333,0.2142857142857143,1.0,1.0]"
Wednesday,lawrence east station,ERTC,15,20,N,SRT,3000,11,1,19,45,1,1.0,21.0,1.0,2.0,57.0,"[0, 13, 64, 1]","[20.0,3000.0,11.0,1.0,19.0,45.0,1.0,1.0,21.0,1.0,2.0,57.0]","[0.5,0.48496605237633367,0.47619047619047616,0.5,0.8260869565217391,0.7627118644067796,0.5,0.16666666666666666,0.13636363636363638,0.25,0.6666666666666666,0.7702702702702703]","[0.0,13.0,64.0,1.0]","[0.0,13.0,64.0,1.0,20.0,3000.0,11.0,1.0,19.0,45.0,1.0,1.0,21.0,1.0,2.0]","[0.0,0.15853658536585366,0.7922077922077922,0.5,0.5,0.48496605237633367,0.47619047619047616,0.5,0.8260869565217391,0.7627118644067796,0.5,0.16666666666666666,0.13636363636363638,0.25,0.6666666666666666]"
Wednesday,sheppard west station,EUBO,5,10,N,YU,5381,11,1,6,25,1,1.0,36.0,1.0,0.0,20.0,"[0, 9, 3, 1]","[10.0,5381.0,11.0,1.0,6.0,25.0,1.0,1.0,36.0,1.0,0.0,20.0]","[0.25,0.8698674426123505,0.47619047619047616,0.5,0.2608695652173913,0.423728813559322,0.5,0.16666666666666666,0.2337662337662338,0.25,0.0,0.2702702702702703]","[0.0,9.0,3.0,1.0]","[0.0,9.0,3.0,1.0,10.0,5381.0,11.0,1.0,6.0,25.0,1.0,1.0,36.0,1.0,0.0]","[0.0,0.10975609756097561,0.0,0.5,0.25,0.8698674426123505,0.47619047619047616,0.5,0.2608695652173913,0.423728813559322,0.5,0.16666666666666666,0.2337662337662338,0.25,0.0]"
Wednesday,highway 407 station,MUPAA,3,7,N,YU,5771,11,1,6,58,1,1.0,1.0,1.0,0.0,49.0,"[0, 54, 55, 1]","[7.0,5771.0,11.0,1.0,6.0,58.0,1.0,1.0,1.0,1.0,0.0,49.0]","[0.17500000000000002,0.9329130294212739,0.47619047619047616,0.5,0.2608695652173913,0.9830508474576272,0.5,0.16666666666666666,0.006493506493506494,0.25,0.0,0.6621621621621622]","[0.0,54.0,55.0,1.0]","[0.0,54.0,55.0,1.0,7.0,5771.0,11.0,1.0,6.0,58.0,1.0,1.0,1.0,1.0,0.0]","[0.0,0.6585365853658537,0.6753246753246753,0.5,0.17500000000000002,0.9329130294212739,0.47619047619047616,0.5,0.2608695652173913,0.9830508474576272,0.5,0.16666666666666666,0.006493506493506494,0.25,0.0]"
Wednesday,bloor yonge station,SUDP,4,7,S,YU,5686,11,1,9,25,1,1.0,0.0,0.0,0.0,0.0,"[0, 5, 4, 1]","[7.0,5686.0,11.0,1.0,9.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0]","[0.17500000000000002,0.9191723246039445,0.47619047619047616,0.5,0.3913043478260869,0.423728813559322,0.5,0.16666666666666666,0.0,0.0,0.0,0.0]","[0.0,5.0,4.0,1.0]","[0.0,5.0,4.0,1.0,7.0,5686.0,11.0,1.0,9.0,25.0,1.0,1.0,0.0,0.0,0.0]","[0.0,0.06097560975609756,0.012987012987012988,0.5,0.17500000000000002,0.9191723246039445,0.47619047619047616,0.5,0.3913043478260869,0.423728813559322,0.5,0.16666666666666666,0.0,0.0,0.0]"
Wednesday,dundas station,PUTDN,5,8,S,YU,5396,11,1,11,24,1,1.0,31.0,0.0,0.0,9.0,"[0, 0, 16, 1]","[8.0,5396.0,11.0,1.0,11.0,24.0,1.0,1.0,31.0,0.0,0.0,9.0]","[0.2,0.8722922728742322,0.47619047619047616,0.5,0.4782608695652174,0.4067796610169492,0.5,0.16666666666666666,0.2012987012987013,0.0,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,8.0,5396.0,11.0,1.0,11.0,24.0,1.0,1.0,31.0,0.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.2,0.8722922728742322,0.47619047619047616,0.5,0.4782608695652174,0.4067796610169492,0.5,0.16666666666666666,0.2012987012987013,0.0,0.0]"
Wednesday,osgoode station,TUATC,3,6,N,YU,5396,11,1,11,39,1,1.0,52.0,1.0,0.0,50.0,"[0, 0, 57, 1]","[6.0,5396.0,11.0,1.0,11.0,39.0,1.0,1.0,52.0,1.0,0.0,50.0]","[0.15000000000000002,0.8722922728742322,0.47619047619047616,0.5,0.4782608695652174,0.6610169491525424,0.5,0.16666666666666666,0.33766233766233766,0.25,0.0,0.6756756756756757]","[0.0,0.0,57.0,1.0]","[0.0,0.0,57.0,1.0,6.0,5396.0,11.0,1.0,11.0,39.0,1.0,1.0,52.0,1.0,0.0]","[0.0,0.0,0.7012987012987013,0.5,0.15000000000000002,0.8722922728742322,0.47619047619047616,0.5,0.4782608695652174,0.6610169491525424,0.5,0.16666666666666666,0.33766233766233766,0.25,0.0]"
Wednesday,sheppard yonge station,SUUT,21,24,S,YU,5781,11,1,12,6,1,1.0,5.0,0.0,0.0,7.0,"[0, 9, 4, 1]","[24.0,5781.0,11.0,1.0,12.0,6.0,1.0,1.0,5.0,0.0,0.0,7.0]","[0.6000000000000001,0.934529582929195,0.47619047619047616,0.5,0.5217391304347826,0.1016949152542373,0.5,0.16666666666666666,0.03246753246753247,0.0,0.0,0.0945945945945946]","[0.0,9.0,4.0,1.0]","[0.0,9.0,4.0,1.0,24.0,5781.0,11.0,1.0,12.0,6.0,1.0,1.0,5.0,0.0,0.0]","[0.0,0.10975609756097561,0.012987012987012988,0.5,0.6000000000000001,0.934529582929195,0.47619047619047616,0.5,0.5217391304347826,0.1016949152542373,0.5,0.16666666666666666,0.03246753246753247,0.0,0.0]"
Wednesday,highway 407 station,MUPAA,7,10,S,YU,5611,11,1,12,12,1,1.0,1.0,0.0,0.0,49.0,"[0, 54, 55, 1]","[10.0,5611.0,11.0,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,49.0]","[0.25,0.9070481732945361,0.47619047619047616,0.5,0.5217391304347826,0.2033898305084746,0.5,0.16666666666666666,0.006493506493506494,0.0,0.0,0.6621621621621622]","[0.0,54.0,55.0,1.0]","[0.0,54.0,55.0,1.0,10.0,5611.0,11.0,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0]","[0.0,0.6585365853658537,0.6753246753246753,0.5,0.25,0.9070481732945361,0.47619047619047616,0.5,0.5217391304347826,0.2033898305084746,0.5,0.16666666666666666,0.006493506493506494,0.0,0.0]"
Wednesday,islington station,SUUT,16,19,W,BD,5178,11,1,14,28,1,1.0,5.0,2.0,1.0,38.0,"[0, 0, 42, 1]","[19.0,5178.0,11.0,1.0,14.0,28.0,1.0,1.0,5.0,2.0,1.0,38.0]","[0.47500000000000003,0.837051406401552,0.47619047619047616,0.5,0.6086956521739131,0.4745762711864407,0.5,0.16666666666666666,0.03246753246753247,0.5,0.3333333333333333,0.5135135135135136]","[0.0,0.0,42.0,1.0]","[0.0,0.0,42.0,1.0,19.0,5178.0,11.0,1.0,14.0,28.0,1.0,1.0,5.0,2.0,1.0]","[0.0,0.0,0.5064935064935066,0.5,0.47500000000000003,0.837051406401552,0.47619047619047616,0.5,0.6086956521739131,0.4745762711864407,0.5,0.16666666666666666,0.03246753246753247,0.5,0.3333333333333333]"
Wednesday,dupont station,TUOS,9,12,N,YU,5686,11,1,15,17,1,1.0,25.0,1.0,0.0,54.0,"[0, 0, 61, 1]","[12.0,5686.0,11.0,1.0,15.0,17.0,1.0,1.0,25.0,1.0,0.0,54.0]","[0.30000000000000004,0.9191723246039445,0.47619047619047616,0.5,0.6521739130434783,0.288135593220339,0.5,0.16666666666666666,0.16233766233766234,0.25,0.0,0.7297297297297298]","[0.0,0.0,61.0,1.0]","[0.0,0.0,61.0,1.0,12.0,5686.0,11.0,1.0,15.0,17.0,1.0,1.0,25.0,1.0,0.0]","[0.0,0.0,0.7532467532467533,0.5,0.30000000000000004,0.9191723246039445,0.47619047619047616,0.5,0.6521739130434783,0.288135593220339,0.5,0.16666666666666666,0.16233766233766234,0.25,0.0]"
Wednesday,downsview park station,MUATC,5,8,S,YU,5681,11,1,16,11,1,1.0,6.0,0.0,0.0,40.0,"[0, 44, 11, 1]","[8.0,5681.0,11.0,1.0,16.0,11.0,1.0,1.0,6.0,0.0,0.0,40.0]","[0.2,0.9183640478499839,0.47619047619047616,0.5,0.6956521739130435,0.1864406779661017,0.5,0.16666666666666666,0.03896103896103896,0.0,0.0,0.5405405405405406]","[0.0,44.0,11.0,1.0]","[0.0,44.0,11.0,1.0,8.0,5681.0,11.0,1.0,16.0,11.0,1.0,1.0,6.0,0.0,0.0]","[0.0,0.5365853658536586,0.1038961038961039,0.5,0.2,0.9183640478499839,0.47619047619047616,0.5,0.6956521739130435,0.1864406779661017,0.5,0.16666666666666666,0.03896103896103896,0.0,0.0]"
Wednesday,bathurst station,SUUT,4,7,E,BD,5103,11,1,16,19,1,1.0,5.0,3.0,1.0,46.0,"[0, 0, 51, 1]","[7.0,5103.0,11.0,1.0,16.0,19.0,1.0,1.0,5.0,3.0,1.0,46.0]","[0.17500000000000002,0.8249272550921436,0.47619047619047616,0.5,0.6956521739130435,0.3220338983050847,0.5,0.16666666666666666,0.03246753246753247,0.75,0.3333333333333333,0.6216216216216217]","[0.0,0.0,51.0,1.0]","[0.0,0.0,51.0,1.0,7.0,5103.0,11.0,1.0,16.0,19.0,1.0,1.0,5.0,3.0,1.0]","[0.0,0.0,0.6233766233766234,0.5,0.17500000000000002,0.8249272550921436,0.47619047619047616,0.5,0.6956521739130435,0.3220338983050847,0.5,0.16666666666666666,0.03246753246753247,0.75,0.3333333333333333]"
Wednesday,bay station,SUDP,3,6,W,BD,5112,11,1,16,37,1,1.0,0.0,2.0,1.0,51.0,"[0, 0, 59, 1]","[6.0,5112.0,11.0,1.0,16.0,37.0,1.0,1.0,0.0,2.0,1.0,51.0]","[0.15000000000000002,0.8263821532492726,0.47619047619047616,0.5,0.6956521739130435,0.6271186440677966,0.5,0.16666666666666666,0.0,0.5,0.3333333333333333,0.6891891891891893]","[0.0,0.0,59.0,1.0]","[0.0,0.0,59.0,1.0,6.0,5112.0,11.0,1.0,16.0,37.0,1.0,1.0,0.0,2.0,1.0]","[0.0,0.0,0.7272727272727273,0.5,0.15000000000000002,0.8263821532492726,0.47619047619047616,0.5,0.6956521739130435,0.6271186440677966,0.5,0.16666666666666666,0.0,0.5,0.3333333333333333]"
Wednesday,broadview station,SUDP,3,6,E,BD,5129,11,1,16,48,1,1.0,0.0,3.0,1.0,34.0,"[0, 0, 40, 1]","[6.0,5129.0,11.0,1.0,16.0,48.0,1.0,1.0,0.0,3.0,1.0,34.0]","[0.15000000000000002,0.8291302942127385,0.47619047619047616,0.5,0.6956521739130435,0.8135593220338984,0.5,0.16666666666666666,0.0,0.75,0.3333333333333333,0.4594594594594595]","[0.0,0.0,40.0,1.0]","[0.0,0.0,40.0,1.0,6.0,5129.0,11.0,1.0,16.0,48.0,1.0,1.0,0.0,3.0,1.0]","[0.0,0.0,0.48051948051948057,0.5,0.15000000000000002,0.8291302942127385,0.47619047619047616,0.5,0.6956521739130435,0.8135593220338984,0.5,0.16666666666666666,0.0,0.75,0.3333333333333333]"
Wednesday,ossington station,SUDP,6,9,W,BD,5065,11,1,16,50,1,1.0,0.0,2.0,1.0,32.0,"[0, 0, 38, 1]","[9.0,5065.0,11.0,1.0,16.0,50.0,1.0,1.0,0.0,2.0,1.0,32.0]","[0.225,0.8187843517620433,0.47619047619047616,0.5,0.6956521739130435,0.847457627118644,0.5,0.16666666666666666,0.0,0.5,0.3333333333333333,0.43243243243243246]","[0.0,0.0,38.0,1.0]","[0.0,0.0,38.0,1.0,9.0,5065.0,11.0,1.0,16.0,50.0,1.0,1.0,0.0,2.0,1.0]","[0.0,0.0,0.4545454545454546,0.5,0.225,0.8187843517620433,0.47619047619047616,0.5,0.6956521739130435,0.847457627118644,0.5,0.16666666666666666,0.0,0.5,0.3333333333333333]"
Wednesday,ossington station,TUCC,10,13,E,BD,5046,11,1,16,51,1,1.0,29.0,3.0,1.0,32.0,"[0, 0, 38, 1]","[13.0,5046.0,11.0,1.0,16.0,51.0,1.0,1.0,29.0,3.0,1.0,32.0]","[0.325,0.8157129000969933,0.47619047619047616,0.5,0.6956521739130435,0.864406779661017,0.5,0.16666666666666666,0.18831168831168832,0.75,0.3333333333333333,0.43243243243243246]","[0.0,0.0,38.0,1.0]","[0.0,0.0,38.0,1.0,13.0,5046.0,11.0,1.0,16.0,51.0,1.0,1.0,29.0,3.0,1.0]","[0.0,0.0,0.4545454545454546,0.5,0.325,0.8157129000969933,0.47619047619047616,0.5,0.6956521739130435,0.864406779661017,0.5,0.16666666666666666,0.18831168831168832,0.75,0.3333333333333333]"
Wednesday,wilson station,EUYRD,3,6,S,YU,5826,11,1,16,56,1,1.0,45.0,0.0,0.0,6.0,"[0, 0, 17, 1]","[6.0,5826.0,11.0,1.0,16.0,56.0,1.0,1.0,45.0,0.0,0.0,6.0]","[0.15000000000000002,0.94180407371484,0.47619047619047616,0.5,0.6956521739130435,0.9491525423728814,0.5,0.16666666666666666,0.29220779220779225,0.0,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,6.0,5826.0,11.0,1.0,16.0,56.0,1.0,1.0,45.0,0.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.15000000000000002,0.94180407371484,0.47619047619047616,0.5,0.6956521739130435,0.9491525423728814,0.5,0.16666666666666666,0.29220779220779225,0.0,0.0]"
Wednesday,davisville station,EUO,6,10,S,YU,5906,11,1,17,41,1,1.0,27.0,0.0,0.0,11.0,"[0, 0, 22, 1]","[10.0,5906.0,11.0,1.0,17.0,41.0,1.0,1.0,27.0,0.0,0.0,11.0]","[0.25,0.9547365017782089,0.47619047619047616,0.5,0.7391304347826086,0.6949152542372882,0.5,0.16666666666666666,0.17532467532467533,0.0,0.0,0.14864864864864866]","[0.0,0.0,22.0,1.0]","[0.0,0.0,22.0,1.0,10.0,5906.0,11.0,1.0,17.0,41.0,1.0,1.0,27.0,0.0,0.0]","[0.0,0.0,0.24675324675324678,0.5,0.25,0.9547365017782089,0.47619047619047616,0.5,0.7391304347826086,0.6949152542372882,0.5,0.16666666666666666,0.17532467532467533,0.0,0.0]"
Wednesday,queen station,MUPAA,7,10,S,YU,5436,11,1,18,22,1,1.0,1.0,0.0,0.0,25.0,"[0, 0, 32, 1]","[10.0,5436.0,11.0,1.0,18.0,22.0,1.0,1.0,1.0,0.0,0.0,25.0]","[0.25,0.8787584869059166,0.47619047619047616,0.5,0.7826086956521738,0.3728813559322034,0.5,0.16666666666666666,0.006493506493506494,0.0,0.0,0.33783783783783783]","[0.0,0.0,32.0,1.0]","[0.0,0.0,32.0,1.0,10.0,5436.0,11.0,1.0,18.0,22.0,1.0,1.0,1.0,0.0,0.0]","[0.0,0.0,0.37662337662337664,0.5,0.25,0.8787584869059166,0.47619047619047616,0.5,0.7826086956521738,0.3728813559322034,0.5,0.16666666666666666,0.006493506493506494,0.0,0.0]"
Wednesday,eglinton station,EUNT,3,6,S,YU,5821,11,1,18,38,1,1.0,16.0,0.0,0.0,3.0,"[0, 0, 7, 1]","[6.0,5821.0,11.0,1.0,18.0,38.0,1.0,1.0,16.0,0.0,0.0,3.0]","[0.15000000000000002,0.9409957969608794,0.47619047619047616,0.5,0.7826086956521738,0.6440677966101694,0.5,0.16666666666666666,0.1038961038961039,0.0,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,6.0,5821.0,11.0,1.0,18.0,38.0,1.0,1.0,16.0,0.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.15000000000000002,0.9409957969608794,0.47619047619047616,0.5,0.7826086956521738,0.6440677966101694,0.5,0.16666666666666666,0.1038961038961039,0.0,0.0]"
Wednesday,dundas station,SUDP,5,10,N,YU,5391,11,1,21,23,1,1.0,0.0,1.0,0.0,9.0,"[0, 0, 16, 1]","[10.0,5391.0,11.0,1.0,21.0,23.0,1.0,1.0,0.0,1.0,0.0,9.0]","[0.25,0.8714839961202716,0.47619047619047616,0.5,0.9130434782608695,0.3898305084745763,0.5,0.16666666666666666,0.0,0.25,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,10.0,5391.0,11.0,1.0,21.0,23.0,1.0,1.0,0.0,1.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.25,0.8714839961202716,0.47619047619047616,0.5,0.9130434782608695,0.3898305084745763,0.5,0.16666666666666666,0.0,0.25,0.0]"
Wednesday,warden station,MUIR,8,12,W,BD,5256,11,1,23,50,1,1.0,4.0,2.0,1.0,17.0,"[0, 0, 27, 1]","[12.0,5256.0,11.0,1.0,23.0,50.0,1.0,1.0,4.0,2.0,1.0,17.0]","[0.30000000000000004,0.8496605237633367,0.47619047619047616,0.5,1.0,0.847457627118644,0.5,0.16666666666666666,0.025974025974025976,0.5,0.3333333333333333,0.22972972972972974]","[0.0,0.0,27.0,1.0]","[0.0,0.0,27.0,1.0,12.0,5256.0,11.0,1.0,23.0,50.0,1.0,1.0,4.0,2.0,1.0]","[0.0,0.0,0.3116883116883117,0.5,0.30000000000000004,0.8496605237633367,0.47619047619047616,0.5,1.0,0.847457627118644,0.5,0.16666666666666666,0.025974025974025976,0.5,0.3333333333333333]"
Wednesday,yorkdale station,EUDO,18,23,N,YU,5621,11,1,1,25,1,1.0,10.0,1.0,0.0,29.0,"[0, 0, 36, 1]","[23.0,5621.0,11.0,1.0,1.0,25.0,1.0,1.0,10.0,1.0,0.0,29.0]","[0.5750000000000001,0.9086647268024572,0.47619047619047616,0.5,0.043478260869565216,0.423728813559322,0.5,0.16666666666666666,0.06493506493506494,0.25,0.0,0.3918918918918919]","[0.0,0.0,36.0,1.0]","[0.0,0.0,36.0,1.0,23.0,5621.0,11.0,1.0,1.0,25.0,1.0,1.0,10.0,1.0,0.0]","[0.0,0.0,0.4285714285714286,0.5,0.5750000000000001,0.9086647268024572,0.47619047619047616,0.5,0.043478260869565216,0.423728813559322,0.5,0.16666666666666666,0.06493506493506494,0.25,0.0]"
Wednesday,don mills station,PUOPO,5,10,W,SHP,6171,11,1,17,19,1,1.0,2.0,2.0,3.0,44.0,"[0, 49, 18, 1]","[10.0,6171.0,11.0,1.0,17.0,19.0,1.0,1.0,2.0,2.0,3.0,44.0]","[0.25,0.9975751697381184,0.47619047619047616,0.5,0.7391304347826086,0.3220338983050847,0.5,0.16666666666666666,0.012987012987012988,0.5,1.0,0.5945945945945946]","[0.0,49.0,18.0,1.0]","[0.0,49.0,18.0,1.0,10.0,6171.0,11.0,1.0,17.0,19.0,1.0,1.0,2.0,2.0,3.0]","[0.0,0.5975609756097561,0.19480519480519481,0.5,0.25,0.9975751697381184,0.47619047619047616,0.5,0.7391304347826086,0.3220338983050847,0.5,0.16666666666666666,0.012987012987012988,0.5,1.0]"
Thursday,mccowan station,MRTO,7,12,S,SRT,3004,12,1,8,7,1,0.0,23.0,0.0,2.0,23.0,"[0, 0, 30, 1]","[12.0,3004.0,12.0,1.0,8.0,7.0,1.0,0.0,23.0,0.0,2.0,23.0]","[0.30000000000000004,0.4856126737795021,0.5238095238095237,0.5,0.34782608695652173,0.11864406779661017,0.5,0.0,0.14935064935064937,0.0,0.6666666666666666,0.31081081081081086]","[0.0,0.0,30.0,1.0]","[0.0,0.0,30.0,1.0,12.0,3004.0,12.0,1.0,8.0,7.0,1.0,0.0,23.0,0.0,2.0]","[0.0,0.0,0.35064935064935066,0.5,0.30000000000000004,0.4856126737795021,0.5238095238095237,0.5,0.34782608695652173,0.11864406779661017,0.5,0.0,0.14935064935064937,0.0,0.6666666666666666]"
Thursday,jane station,MUPAA,4,9,W,BD,5203,12,1,6,15,1,0.0,1.0,2.0,1.0,66.0,"[0, 0, 73, 1]","[9.0,5203.0,12.0,1.0,6.0,15.0,1.0,0.0,1.0,2.0,1.0,66.0]","[0.225,0.8410927901713547,0.5238095238095237,0.5,0.2608695652173913,0.2542372881355932,0.5,0.0,0.006493506493506494,0.5,0.3333333333333333,0.8918918918918919]","[0.0,0.0,73.0,1.0]","[0.0,0.0,73.0,1.0,9.0,5203.0,12.0,1.0,6.0,15.0,1.0,0.0,1.0,2.0,1.0]","[0.0,0.0,0.9090909090909092,0.5,0.225,0.8410927901713547,0.5238095238095237,0.5,0.2608695652173913,0.2542372881355932,0.5,0.0,0.006493506493506494,0.5,0.3333333333333333]"
